,filename,label,class,width,height,xmin,ymin,xmax,ymax
2152,34632.png,6,B22,41,70,0,0,41,70
2153,26898.png,6,B22,42,78,0,0,42,78
2155,29662.png,6,B22,40,72,0,0,40,72
2156,23456.png,6,B22,49,84,0,0,49,84
2158,51006.png,6,B22,46,91,0,0,46,91
2159,15468.png,6,B22,45,89,0,0,45,89
2160,43465.png,6,B22,41,77,0,0,41,77
2161,53792.png,6,B22,50,90,0,0,50,90
2162,8596.png,6,B22,52,100,0,0,52,100
2163,13628.png,6,B22,44,89,0,0,44,89
2165,25321.png,6,B22,43,66,0,0,43,66
2166,6043.png,6,B22,40,70,0,0,40,70
2167,7689.png,6,B22,60,124,0,0,60,124
2168,7940.png,6,B22,58,123,0,0,58,123
2169,33576.png,6,B22,42,78,0,0,42,78
2170,46718.png,6,B22,46,88,0,0,46,88
2171,38377.png,6,B22,38,80,0,0,38,80
2172,44915.png,6,B22,51,70,0,0,51,70
2173,51202.png,6,B22,48,91,0,0,48,91
2175,38558.png,6,B22,40,78,0,0,40,78
2176,14461.png,6,B22,48,73,0,0,48,73
2177,53926.png,6,B22,45,92,0,0,45,92
2178,27211.png,6,B22,42,83,0,0,42,83
2179,57042.png,6,B22,53,95,0,0,53,95
2180,31897.png,6,B22,54,72,0,0,54,72
2181,20210.png,6,B22,57,84,0,0,57,84
2182,57226.png,6,B22,51,97,0,0,51,97
2184,28201.png,6,B22,61,91,0,0,61,91
2185,47436.png,6,B22,48,92,0,0,48,92
2186,7258.png,6,B22,54,110,0,0,54,110
2187,46417.png,6,B22,47,88,0,0,47,88
2188,48072.png,6,B22,51,96,0,0,51,96
2190,47368.png,6,B22,45,91,0,0,45,91
2191,53741.png,6,B22,48,96,0,0,48,96
2192,53292.png,6,B22,56,94,0,0,56,94
2193,53625.png,6,B22,52,100,0,0,52,100
2194,50814.png,6,B22,50,91,0,0,50,91
2197,35070.png,6,B22,39,68,0,0,39,68
2198,28976.png,6,B22,62,101,0,0,62,101
2199,29022.png,6,B22,59,98,0,0,59,98
2200,57098.png,6,B22,51,96,0,0,51,96
2201,53004.png,6,B22,50,100,0,0,50,100
2202,23231.png,6,B22,55,95,0,0,55,95
2203,19322.png,6,B22,45,89,0,0,45,89
2204,12557.png,6,B22,47,95,0,0,47,95
2205,30111.png,6,B22,36,65,0,0,36,65
2206,23940.png,6,B22,46,101,0,0,46,101
2207,53929.png,6,B22,46,95,0,0,46,95
2208,49970.png,6,B22,47,97,0,0,47,97
2209,57080.png,6,B22,51,96,0,0,51,96
2211,14313.png,6,B22,40,69,0,0,40,69
2213,43244.png,6,B22,43,84,0,0,43,84
2214,687.png,6,B22,92,189,0,0,92,189
2217,29114.png,6,B22,57,96,0,0,57,96
2219,51049.png,6,B22,45,90,0,0,45,90
2220,34180.png,6,B22,41,76,0,0,41,76
2223,46575.png,6,B22,51,102,0,0,51,102
2224,46772.png,6,B22,48,91,0,0,48,91
2225,29719.png,6,B22,38,69,0,0,38,69
2227,42590.png,6,B22,44,87,0,0,44,87
2228,20464.png,6,B22,57,86,0,0,57,86
2229,57140.png,6,B22,52,97,0,0,52,97
2230,14486.png,6,B22,30,68,0,0,30,68
2231,25709.png,6,B22,44,86,0,0,44,86
2232,52336.png,6,B22,43,83,0,0,43,83
2233,52677.png,6,B22,43,87,0,0,43,87
2235,39403.png,6,B22,40,69,0,0,40,69
2236,35990.png,6,B22,40,70,0,0,40,70
2237,23972.png,6,B22,42,88,0,0,42,88
2238,313.png,6,B22,89,179,0,0,89,179
2239,53859.png,6,B22,46,85,0,0,46,85
2242,36501.png,6,B22,40,70,0,0,40,70
2243,52170.png,6,B22,40,72,0,0,40,72
2244,6902.png,6,B22,47,99,0,0,47,99
2245,50290.png,6,B22,54,103,0,0,54,103
2248,49961.png,6,B22,49,100,0,0,49,100
2250,35350.png,9,B34,49,86,0,0,49,86
2253,8605.png,9,B34,57,121,0,0,57,121
2254,20323.png,9,B34,45,88,0,0,45,88
2255,20954.png,9,B34,55,107,0,0,55,107
2256,62157.png,9,B34,50,83,0,0,50,83
2259,36764.png,9,B34,44,89,0,0,44,89
2260,35709.png,9,B34,43,73,0,0,43,73
2261,46707.png,9,B34,51,48,0,0,51,48
2262,48826.png,9,B34,58,106,0,0,58,106
2263,36937.png,9,B34,42,85,0,0,42,85
2264,2971.png,9,B34,47,100,0,0,47,100
2265,3527.png,9,B34,44,91,0,0,44,91
2267,6307.png,9,B34,43,95,0,0,43,95
2269,25490.png,9,B34,55,89,0,0,55,89
2271,63147.png,9,B34,52,71,0,0,52,71
2272,3432.png,9,B34,44,97,0,0,44,97
2273,15215.png,9,B34,56,88,0,0,56,88
2274,55416.png,9,B34,53,107,0,0,53,107
2275,48746.png,9,B34,54,109,0,0,54,109
2277,32889.png,9,B34,51,101,0,0,51,101
2278,57950.png,9,B34,57,116,0,0,57,116
2279,3627.png,9,B34,45,97,0,0,45,97
2280,28050.png,9,B34,54,72,0,0,54,72
2285,19691.png,9,B34,43,90,0,0,43,90
2286,60058.png,9,B34,44,103,0,0,44,103
2289,14346.png,9,B34,54,89,0,0,54,89
2290,6082.png,9,B34,44,85,0,0,44,85
2291,45682.png,9,B34,51,105,0,0,51,105
2292,60196.png,9,B34,44,103,0,0,44,103
2293,37493.png,9,B34,46,97,0,0,46,97
2294,13483.png,9,B34,78,124,0,0,78,124
2295,57640.png,9,B34,53,98,0,0,53,98
2296,33877.png,9,B34,47,95,0,0,47,95
2298,2956.png,9,B34,45,92,0,0,45,92
2299,3356.png,9,B34,42,92,0,0,42,92
2300,37665.png,9,B34,47,103,0,0,47,103
2301,30540.png,9,B34,55,95,0,0,55,95
2302,61077.png,9,B34,46,107,0,0,46,107
2303,46315.png,9,B34,52,100,0,0,52,100
2304,8038.png,9,B34,90,87,0,0,90,87
2305,54253.png,9,B34,48,103,0,0,48,103
2306,61545.png,9,B34,44,100,0,0,44,100
2308,28178.png,9,B34,51,62,0,0,51,62
2310,25598.png,9,B34,51,82,0,0,51,82
2311,6467.png,9,B34,48,104,0,0,48,104
2312,61943.png,9,B34,58,93,0,0,58,93
2313,37236.png,9,B34,46,94,0,0,46,94
2315,46582.png,9,B34,52,65,0,0,52,65
2317,38179.png,9,B34,61,112,0,0,61,112
2318,55289.png,9,B34,57,111,0,0,57,111
2320,46743.png,9,B34,48,42,0,0,48,42
2321,25769.png,9,B34,60,95,0,0,60,95
2322,35306.png,9,B34,48,89,0,0,48,89
2323,34571.png,9,B34,47,107,0,0,47,107
2324,37971.png,9,B34,54,106,0,0,54,106
2325,63079.png,9,B34,51,68,0,0,51,68
2326,7053.png,9,B34,47,96,0,0,47,96
2327,26311.png,9,B34,55,86,0,0,55,86
2329,3704.png,9,B34,51,109,0,0,51,109
2331,33009.png,9,B34,47,93,0,0,47,93
2332,38336.png,9,B34,58,109,0,0,58,109
2333,46014.png,9,B34,56,116,0,0,56,116
2334,61263.png,9,B34,48,99,0,0,48,99
2336,2731.png,9,B34,46,96,0,0,46,96
2337,20049.png,9,B34,44,80,0,0,44,80
2340,3812.png,9,B34,48,111,0,0,48,111
2341,34513.png,9,B34,45,96,0,0,45,96
2342,25385.png,9,B34,53,91,0,0,53,91
2343,46689.png,9,B34,50,49,0,0,50,49
2344,25550.png,9,B34,55,87,0,0,55,87
2346,3616.png,9,B34,46,99,0,0,46,99
2347,57958.png,9,B34,59,120,0,0,59,120
2348,15232.png,9,B34,54,88,0,0,54,88
2349,30085.png,9,B34,54,93,0,0,54,93
2351,26864.png,9,B34,46,90,0,0,46,90
2352,35992.png,9,B34,43,83,0,0,43,83
2353,9306.png,9,B34,48,118,0,0,48,118
2354,9138.png,9,B34,44,116,0,0,44,116
2355,37343.png,9,B34,47,100,0,0,47,100
2356,62236.png,9,B34,50,91,0,0,50,91
2357,15456.png,9,B34,55,79,0,0,55,79
2358,14913.png,9,B34,65,93,0,0,65,93
2360,2717.png,9,B34,44,90,0,0,44,90
2361,26002.png,9,B34,58,92,0,0,58,92
2362,58109.png,9,B34,64,131,0,0,64,131
2363,7939.png,9,B34,75,65,0,0,75,65
2365,55538.png,9,B34,50,103,0,0,50,103
2367,8946.png,9,B34,51,127,0,0,51,127
2368,62266.png,9,B34,47,83,0,0,47,83
2369,21186.png,9,B34,58,116,0,0,58,116
2371,32929.png,9,B34,50,99,0,0,50,99
2373,9447.png,9,B34,54,116,0,0,54,116
2374,2658.png,9,B34,43,87,0,0,43,87
2375,11532.png,9,B34,54,119,0,0,54,119
2376,31184.png,9,B34,51,105,0,0,51,105
2377,30467.png,9,B34,51,85,0,0,51,85
2379,7968.png,9,B34,83,72,0,0,83,72
2381,21145.png,9,B34,58,116,0,0,58,116
2382,33155.png,9,B34,50,93,0,0,50,93
2383,11696.png,9,B34,56,118,0,0,56,118
2384,26647.png,9,B34,43,89,0,0,43,89
2385,58088.png,9,B34,65,131,0,0,65,131
2386,11234.png,9,B34,56,122,0,0,56,122
2387,45965.png,9,B34,56,115,0,0,56,115
2388,36351.png,9,B34,42,88,0,0,42,88
2390,34991.png,9,B34,41,95,0,0,41,95
2391,62941.png,9,B34,54,71,0,0,54,71
2392,46157.png,9,B34,57,120,0,0,57,120
2393,45646.png,9,B34,52,111,0,0,52,111
2394,26483.png,9,B34,45,88,0,0,45,88
2395,8336.png,9,B34,72,127,0,0,72,127
2396,28062.png,9,B34,55,72,0,0,55,72
2397,13883.png,9,B34,65,110,0,0,65,110
2398,13385.png,9,B34,81,121,0,0,81,121
2399,54997.png,9,B34,71,61,0,0,71,61
2401,43938.png,20,D-,31,45,0,0,31,45
2402,53296.png,20,D-,36,52,0,0,36,52
2404,18194.png,20,D-,29,45,0,0,29,45
2405,51092.png,20,D-,33,58,0,0,33,58
2406,9505.png,20,D-,38,65,0,0,38,65
2407,41134.png,20,D-,33,50,0,0,33,50
2408,23619.png,20,D-,41,61,0,0,41,61
2410,47257.png,20,D-,37,63,0,0,37,63
2414,23571.png,20,D-,39,56,0,0,39,56
2415,35860.png,20,D-,27,46,0,0,27,46
2417,13136.png,20,D-,40,64,0,0,40,64
2418,37976.png,20,D-,33,52,0,0,33,52
2419,42928.png,20,D-,34,50,0,0,34,50
2420,7827.png,20,D-,53,89,0,0,53,89
2421,40078.png,20,D-,30,46,0,0,30,46
2423,15939.png,20,D-,43,62,0,0,43,62
2425,47647.png,20,D-,37,65,0,0,37,65
2426,15525.png,20,D-,35,53,0,0,35,53
2427,6771.png,20,D-,41,66,0,0,41,66
2428,6417.png,20,D-,35,61,0,0,35,61
2431,43136.png,20,D-,36,50,0,0,36,50
2432,47021.png,20,D-,37,64,0,0,37,64
2433,47872.png,20,D-,37,67,0,0,37,67
2434,28156.png,20,D-,37,60,0,0,37,60
2435,9353.png,20,D-,39,67,0,0,39,67
2436,9438.png,20,D-,39,66,0,0,39,66
2437,30235.png,20,D-,31,54,0,0,31,54
2438,8164.png,20,D-,41,75,0,0,41,75
2439,41829.png,20,D-,33,56,0,0,33,56
2440,7737.png,20,D-,52,88,0,0,52,88
2441,53008.png,20,D-,36,52,0,0,36,52
2442,41196.png,20,D-,29,43,0,0,29,43
2443,42476.png,20,D-,33,53,0,0,33,53
2444,15987.png,20,D-,44,64,0,0,44,64
2445,45951.png,20,D-,35,51,0,0,35,51
2446,52780.png,20,D-,36,52,0,0,36,52
2447,24847.png,20,D-,35,53,0,0,35,53
2448,52927.png,20,D-,34,52,0,0,34,52
2449,22313.png,20,D-,43,72,0,0,43,72
2450,34682.png,20,D-,35,55,0,0,35,55
2453,28419.png,20,D-,37,66,0,0,37,66
2454,18209.png,20,D-,28,43,0,0,28,43
2455,23891.png,20,D-,40,60,0,0,40,60
2456,30215.png,20,D-,31,54,0,0,31,54
2457,28617.png,20,D-,35,57,0,0,35,57
2458,43434.png,20,D-,36,46,0,0,36,46
2459,47204.png,20,D-,38,66,0,0,38,66
2460,56151.png,20,D-,39,71,0,0,39,71
2461,42274.png,20,D-,33,54,0,0,33,54
2462,53161.png,20,D-,37,56,0,0,37,56
2463,32522.png,20,D-,42,63,0,0,42,63
2464,43206.png,20,D-,36,51,0,0,36,51
2467,43720.png,20,D-,34,52,0,0,34,52
2468,33752.png,20,D-,38,61,0,0,38,61
2469,7164.png,20,D-,43,71,0,0,43,71
2471,9606.png,20,D-,39,68,0,0,39,68
2472,46532.png,20,D-,38,57,0,0,38,57
2473,6646.png,20,D-,40,67,0,0,40,67
2474,32592.png,20,D-,40,62,0,0,40,62
2475,42504.png,20,D-,34,54,0,0,34,54
2477,56318.png,20,D-,45,75,0,0,45,75
2478,43847.png,20,D-,30,44,0,0,30,44
2479,13204.png,20,D-,43,70,0,0,43,70
2480,52762.png,20,D-,37,54,0,0,37,54
2481,53170.png,20,D-,37,56,0,0,37,56
2482,39602.png,20,D-,32,48,0,0,32,48
2483,43791.png,20,D-,30,44,0,0,30,44
2485,56530.png,20,D-,33,56,0,0,33,56
2486,23539.png,20,D-,39,58,0,0,39,58
2488,32399.png,20,D-,44,63,0,0,44,63
2489,52180.png,20,D-,36,46,0,0,36,46
2490,14753.png,20,D-,35,53,0,0,35,53
2491,8003.png,20,D-,45,84,0,0,45,84
2492,53359.png,20,D-,37,58,0,0,37,58
2493,38963.png,20,D-,35,47,0,0,35,47
2495,31053.png,20,D-,36,61,0,0,36,61
2496,6608.png,20,D-,38,66,0,0,38,66
2497,34518.png,20,D-,37,58,0,0,37,58
2498,15178.png,20,D-,35,49,0,0,35,49
2499,7960.png,20,D-,51,93,0,0,51,93
2500,43328.png,20,D-,38,48,0,0,38,48
2501,44680.png,20,D-,34,51,0,0,34,51
2502,28205.png,20,D-,40,70,0,0,40,70
2504,20344.png,20,D-,37,56,0,0,37,56
2505,53251.png,20,D-,36,55,0,0,36,55
2506,28993.png,20,D-,38,62,0,0,38,62
2507,30098.png,20,D-,32,55,0,0,32,55
2508,6699.png,20,D-,42,69,0,0,42,69
2511,47737.png,20,D-,38,68,0,0,38,68
2512,19950.png,20,D-,30,52,0,0,30,52
2513,47546.png,20,D-,42,71,0,0,42,71
2514,30275.png,20,D-,30,51,0,0,30,51
2515,12157.png,20,D-,42,64,0,0,42,64
2516,53629.png,20,D-,37,56,0,0,37,56
2517,46352.png,20,D-,39,58,0,0,39,58
2518,53233.png,20,D-,35,55,0,0,35,55
2519,46032.png,20,D-,36,51,0,0,36,51
2520,11197.png,20,D-,47,70,0,0,47,70
2521,6348.png,20,D-,33,56,0,0,33,56
2522,44611.png,20,D-,35,49,0,0,35,49
2523,52306.png,20,D-,37,48,0,0,37,48
2524,33279.png,20,D-,47,82,0,0,47,82
2525,30195.png,20,D-,31,53,0,0,31,53
2526,10014.png,20,D-,35,74,0,0,35,74
2527,24067.png,20,D-,36,56,0,0,36,56
2528,24235.png,20,D-,35,55,0,0,35,55
2529,33169.png,20,D-,42,65,0,0,42,65
2530,24633.png,20,D-,37,52,0,0,37,52
2531,18253.png,20,D-,30,46,0,0,30,46
2532,29517.png,20,D-,34,60,0,0,34,60
2533,20119.png,20,D-,35,55,0,0,35,55
2534,29446.png,20,D-,33,57,0,0,33,57
2536,43311.png,20,D-,37,47,0,0,37,47
2537,9718.png,20,D-,42,85,0,0,42,85
2538,22171.png,20,D-,41,68,0,0,41,68
2539,41844.png,20,D-,33,56,0,0,33,56
2540,56710.png,20,D-,32,55,0,0,32,55
2541,53224.png,20,D-,36,57,0,0,36,57
2542,41540.png,20,D-,31,52,0,0,31,52
2543,41975.png,20,D-,31,52,0,0,31,52
2544,33520.png,20,D-,36,57,0,0,36,57
2545,53044.png,20,D-,36,50,0,0,36,50
2546,27922.png,20,D-,37,57,0,0,37,57
2547,21882.png,20,D-,41,70,0,0,41,70
2548,43032.png,20,D-,35,51,0,0,35,51
2549,42603.png,20,D-,34,54,0,0,34,54
2551,53740.png,13,A55,33,61,0,0,33,61
2553,53570.png,13,A55,37,65,0,0,37,65
2554,32385.png,13,A55,43,82,0,0,43,82
2555,38167.png,13,A55,43,69,0,0,43,69
2556,30673.png,13,A55,33,62,0,0,33,62
2557,44207.png,13,A55,38,66,0,0,38,66
2558,25498.png,13,A55,30,54,0,0,30,54
2559,29416.png,13,A55,38,72,0,0,38,72
2560,29745.png,13,A55,37,68,0,0,37,68
2561,47406.png,13,A55,42,79,0,0,42,79
2562,50521.png,13,A55,41,64,0,0,41,64
2563,40577.png,13,A55,31,62,0,0,31,62
2564,16595.png,13,A55,64,127,0,0,64,127
2565,28505.png,13,A55,43,69,0,0,43,69
2566,40517.png,13,A55,31,61,0,0,31,61
2567,2399.png,13,A55,49,78,0,0,49,78
2568,56784.png,13,A55,36,64,0,0,36,64
2569,52239.png,13,A55,33,60,0,0,33,60
2570,20190.png,13,A55,35,76,0,0,35,76
2571,22037.png,13,A55,34,88,0,0,34,88
2572,52225.png,13,A55,33,60,0,0,33,60
2573,45962.png,13,A55,38,70,0,0,38,70
2575,51999.png,13,A55,33,62,0,0,33,62
2576,48827.png,13,A55,38,76,0,0,38,76
2577,40953.png,13,A55,31,62,0,0,31,62
2579,12379.png,13,A55,44,84,0,0,44,84
2580,49836.png,13,A55,38,73,0,0,38,73
2581,47083.png,13,A55,41,85,0,0,41,85
2582,22761.png,13,A55,42,83,0,0,42,83
2583,24789.png,13,A55,35,59,0,0,35,59
2584,52551.png,13,A55,32,62,0,0,32,62
2585,7082.png,13,A55,52,81,0,0,52,81
2586,55988.png,13,A55,46,74,0,0,46,74
2588,14033.png,13,A55,43,76,0,0,43,76
2590,49674.png,13,A55,44,81,0,0,44,81
2591,15240.png,13,A55,41,73,0,0,41,73
2593,25211.png,13,A55,31,55,0,0,31,55
2594,26204.png,13,A55,30,57,0,0,30,57
2595,48763.png,13,A55,41,83,0,0,41,83
2597,23107.png,13,A55,36,74,0,0,36,74
2598,48519.png,13,A55,40,77,0,0,40,77
2599,53749.png,13,A55,34,62,0,0,34,62
2601,49780.png,13,A55,41,77,0,0,41,77
2603,27088.png,13,A55,33,58,0,0,33,58
2604,22135.png,13,A55,36,81,0,0,36,81
2605,32631.png,13,A55,41,76,0,0,41,76
2609,7052.png,13,A55,55,85,0,0,55,85
2610,32351.png,13,A55,43,80,0,0,43,80
2611,26321.png,13,A55,30,55,0,0,30,55
2612,14439.png,13,A55,41,71,0,0,41,71
2613,28953.png,13,A55,49,85,0,0,49,85
2614,20173.png,13,A55,33,71,0,0,33,71
2615,51818.png,13,A55,31,58,0,0,31,58
2616,22065.png,13,A55,35,91,0,0,35,91
2617,7036.png,13,A55,55,84,0,0,55,84
2619,30032.png,13,A55,34,65,0,0,34,65
2621,43579.png,13,A55,36,66,0,0,36,66
2622,50792.png,13,A55,35,58,0,0,35,58
2623,12448.png,13,A55,40,75,0,0,40,75
2624,56104.png,13,A55,45,77,0,0,45,77
2625,46704.png,13,A55,38,73,0,0,38,73
2626,14952.png,13,A55,39,69,0,0,39,69
2627,32507.png,13,A55,41,77,0,0,41,77
2628,53021.png,13,A55,34,64,0,0,34,64
2629,45297.png,13,A55,38,62,0,0,38,62
2631,24929.png,13,A55,33,58,0,0,33,58
2632,15620.png,13,A55,42,77,0,0,42,77
2633,28653.png,13,A55,46,72,0,0,46,72
2635,28415.png,13,A55,39,61,0,0,39,61
2636,13710.png,13,A55,49,79,0,0,49,79
2640,22695.png,13,A55,40,83,0,0,40,83
2641,32865.png,13,A55,44,74,0,0,44,74
2642,50801.png,13,A55,35,58,0,0,35,58
2643,29124.png,13,A55,48,87,0,0,48,87
2644,27289.png,13,A55,34,60,0,0,34,60
2645,52712.png,13,A55,34,64,0,0,34,64
2646,37995.png,13,A55,46,69,0,0,46,69
2647,15966.png,13,A55,49,85,0,0,49,85
2648,48897.png,13,A55,43,93,0,0,43,93
2649,52859.png,13,A55,33,65,0,0,33,65
2650,56196.png,13,A55,48,96,0,0,48,96
2652,12112.png,13,A55,40,69,0,0,40,69
2653,46848.png,13,A55,40,79,0,0,40,79
2654,25167.png,13,A55,32,58,0,0,32,58
2655,51795.png,13,A55,30,56,0,0,30,56
2656,2503.png,13,A55,58,88,0,0,58,88
2658,16557.png,13,A55,68,136,0,0,68,136
2660,11850.png,13,A55,39,75,0,0,39,75
2661,14802.png,13,A55,38,73,0,0,38,73
2666,11866.png,13,A55,38,74,0,0,38,74
2667,53381.png,13,A55,37,70,0,0,37,70
2668,27105.png,13,A55,33,57,0,0,33,57
2669,23809.png,13,A55,35,61,0,0,35,61
2670,46492.png,13,A55,38,77,0,0,38,77
2671,47049.png,13,A55,40,85,0,0,40,85
2673,52591.png,13,A55,33,63,0,0,33,63
2674,24887.png,13,A55,34,61,0,0,34,61
2675,50448.png,13,A55,47,67,0,0,47,67
2676,22079.png,13,A55,33,82,0,0,33,82
2679,48647.png,13,A55,43,83,0,0,43,83
2680,24859.png,13,A55,33,58,0,0,33,58
2681,37923.png,13,A55,43,70,0,0,43,70
2682,15870.png,13,A55,55,90,0,0,55,90
2683,23418.png,13,A55,35,63,0,0,35,63
2684,39688.png,13,A55,36,61,0,0,36,61
2685,52400.png,13,A55,33,63,0,0,33,63
2686,49731.png,13,A55,41,79,0,0,41,79
2688,48631.png,13,A55,42,81,0,0,42,81
2689,24080.png,13,A55,35,65,0,0,35,65
2690,7353.png,13,A55,58,101,0,0,58,101
2691,38484.png,13,A55,43,67,0,0,43,67
2692,51774.png,13,A55,29,56,0,0,29,56
2693,23401.png,13,A55,34,62,0,0,34,62
2694,47440.png,13,A55,42,78,0,0,42,78
2695,51176.png,13,A55,41,67,0,0,41,67
2697,25043.png,13,A55,33,62,0,0,33,62
2699,56329.png,13,A55,41,92,0,0,41,92
2701,48349.png,18,A33,51,85,0,0,51,85
2702,25083.png,18,A33,65,108,0,0,65,108
2703,16278.png,18,A33,74,76,0,0,74,76
2704,18895.png,18,A33,39,76,0,0,39,76
2705,38039.png,18,A33,47,93,0,0,47,93
2706,51991.png,18,A33,53,104,0,0,53,104
2707,7434.png,18,A33,64,130,0,0,64,130
2709,7514.png,18,A33,63,138,0,0,63,138
2710,24845.png,18,A33,56,114,0,0,56,114
2712,27975.png,18,A33,56,59,0,0,56,59
2713,30847.png,18,A33,55,102,0,0,55,102
2714,24033.png,18,A33,50,104,0,0,50,104
2715,18466.png,18,A33,38,71,0,0,38,71
2716,7375.png,18,A33,61,125,0,0,61,125
2717,47152.png,18,A33,53,115,0,0,53,115
2718,29895.png,18,A33,77,99,0,0,77,99
2719,32611.png,18,A33,82,124,0,0,82,124
2720,37341.png,18,A33,48,88,0,0,48,88
2722,7583.png,18,A33,64,130,0,0,64,130
2723,29658.png,18,A33,65,58,0,0,65,58
2724,20609.png,18,A33,62,91,0,0,62,91
2726,19864.png,18,A33,64,87,0,0,64,87
2728,56074.png,18,A33,47,70,0,0,47,70
2729,46548.png,18,A33,49,97,0,0,49,97
2730,32903.png,18,A33,61,110,0,0,61,110
2731,46334.png,18,A33,52,97,0,0,52,97
2732,19939.png,18,A33,62,88,0,0,62,88
2733,19144.png,18,A33,45,87,0,0,45,87
2734,18222.png,18,A33,44,79,0,0,44,79
2735,24709.png,18,A33,54,111,0,0,54,111
2736,36347.png,18,A33,44,75,0,0,44,75
2737,7361.png,18,A33,62,126,0,0,62,126
2738,48495.png,18,A33,51,95,0,0,51,95
2739,48432.png,18,A33,51,87,0,0,51,87
2740,55969.png,18,A33,60,112,0,0,60,112
2741,37699.png,18,A33,49,87,0,0,49,87
2742,30536.png,18,A33,54,92,0,0,54,92
2743,24263.png,18,A33,50,105,0,0,50,105
2744,25544.png,18,A33,55,93,0,0,55,93
2745,27711.png,18,A33,64,67,0,0,64,67
2746,7152.png,18,A33,57,124,0,0,57,124
2747,29613.png,18,A33,58,48,0,0,58,48
2748,24830.png,18,A33,56,116,0,0,56,116
2749,18183.png,18,A33,43,71,0,0,43,71
2750,39704.png,18,A33,48,88,0,0,48,88
2751,17950.png,18,A33,41,82,0,0,41,82
2752,48097.png,18,A33,51,91,0,0,51,91
2753,18011.png,18,A33,41,79,0,0,41,79
2756,33628.png,18,A33,57,103,0,0,57,103
2757,24277.png,18,A33,50,105,0,0,50,105
2758,36933.png,18,A33,44,80,0,0,44,80
2759,18882.png,18,A33,40,79,0,0,40,79
2760,47409.png,18,A33,55,110,0,0,55,110
2761,37735.png,18,A33,50,87,0,0,50,87
2762,20196.png,18,A33,58,83,0,0,58,83
2763,46915.png,18,A33,52,108,0,0,52,108
2765,56034.png,18,A33,57,98,0,0,57,98
2766,35447.png,18,A33,45,78,0,0,45,78
2767,39111.png,18,A33,56,86,0,0,56,86
2768,45901.png,18,A33,47,90,0,0,47,90
2769,33263.png,18,A33,59,103,0,0,59,103
2770,36607.png,18,A33,44,75,0,0,44,75
2772,34757.png,18,A33,52,105,0,0,52,105
2773,55722.png,18,A33,61,99,0,0,61,99
2774,6793.png,18,A33,51,106,0,0,51,106
2776,16239.png,18,A33,72,74,0,0,72,74
2777,38160.png,18,A33,47,95,0,0,47,95
2778,17838.png,18,A33,37,73,0,0,37,73
2779,27675.png,18,A33,66,65,0,0,66,65
2780,56888.png,18,A33,60,46,0,0,60,46
2781,14642.png,18,A33,50,86,0,0,50,86
2782,6107.png,18,A33,41,80,0,0,41,80
2783,6686.png,18,A33,48,105,0,0,48,105
2785,55714.png,18,A33,62,101,0,0,62,101
2786,24551.png,18,A33,52,108,0,0,52,108
2787,24680.png,18,A33,52,109,0,0,52,109
2788,57105.png,18,A33,52,61,0,0,52,61
2789,20110.png,18,A33,58,84,0,0,58,84
2790,39303.png,18,A33,53,83,0,0,53,83
2791,25242.png,18,A33,58,108,0,0,58,108
2792,27963.png,18,A33,59,61,0,0,59,61
2793,6064.png,18,A33,41,78,0,0,41,78
2795,55644.png,18,A33,66,97,0,0,66,97
2796,25823.png,18,A33,59,96,0,0,59,96
2797,18351.png,18,A33,34,67,0,0,34,67
2799,34433.png,18,A33,51,92,0,0,51,92
2802,37009.png,18,A33,45,81,0,0,45,81
2803,39136.png,18,A33,57,90,0,0,57,90
2804,55858.png,18,A33,57,97,0,0,57,97
2805,18291.png,18,A33,44,78,0,0,44,78
2806,36760.png,18,A33,47,85,0,0,47,85
2808,17894.png,18,A33,40,78,0,0,40,78
2809,55561.png,18,A33,70,97,0,0,70,97
2810,55500.png,18,A33,79,103,0,0,79,103
2811,34610.png,18,A33,53,90,0,0,53,90
2813,25424.png,18,A33,57,108,0,0,57,108
2814,32843.png,18,A33,62,108,0,0,62,108
2815,24631.png,18,A33,51,109,0,0,51,109
2816,19810.png,18,A33,62,88,0,0,62,88
2817,19738.png,18,A33,64,86,0,0,64,86
2818,6703.png,18,A33,48,106,0,0,48,106
2819,25656.png,18,A33,57,98,0,0,57,98
2821,6632.png,18,A33,50,108,0,0,50,108
2822,15935.png,18,A33,58,61,0,0,58,61
2823,33373.png,18,A33,59,107,0,0,59,107
2824,6056.png,18,A33,41,80,0,0,41,80
2825,15242.png,18,A33,60,86,0,0,60,86
2826,19175.png,18,A33,45,89,0,0,45,89
2827,45557.png,18,A33,42,92,0,0,42,92
2828,20400.png,18,A33,58,83,0,0,58,83
2829,24396.png,18,A33,50,104,0,0,50,104
2831,34736.png,18,A33,51,99,0,0,51,99
2834,31155.png,18,A33,52,79,0,0,52,79
2835,18239.png,18,A33,41,73,0,0,41,73
2837,6420.png,18,A33,47,95,0,0,47,95
2838,18426.png,18,A33,31,68,0,0,31,68
2839,55738.png,18,A33,60,98,0,0,60,98
2840,27857.png,18,A33,64,64,0,0,64,64
2841,38369.png,18,A33,49,100,0,0,49,100
2842,45919.png,18,A33,49,96,0,0,49,96
2845,27891.png,18,A33,66,65,0,0,66,65
2846,18122.png,18,A33,40,77,0,0,40,77
2847,34799.png,18,A33,49,102,0,0,49,102
2848,26677.png,18,A33,46,105,0,0,46,105
